frame,gridx,gridy,hand_value
210,3,2,-1.0985379992853554e-41
210,3,3,-1.0060975692155124e-26
210,3,4,-3.791667717112419e-16
210,3,5,-2.6756132353940607e-07
210,3,6,-0.010411546327216024
210,4,1,-2.843694136926693e-56
210,4,2,-2.5192538476812732e-36
210,4,3,-2.3252803563097545e-21
210,4,4,-2.632195271900282e-11
210,4,5,-9.068103263195699e-06
210,4,6,-0.016814367044335962
210,5,1,-3.148100344435217e-56
210,5,2,-2.796463043521398e-36
210,5,3,-2.7202801327691996e-21
210,5,4,-7.36547310070778e-11
210,5,5,-0.0002558854782617744
210,5,6,-0.07642744888104101
210,6,1,-3.210922183951733e-61
210,6,2,-3.3817856630529326e-40
210,6,3,-1.2071978009229162e-23
210,6,4,-5.460891372318347e-12
210,6,5,2.4475985963368706e-06
210,6,6,0.23832159561040778
210,7,1,-7.831542725789586e-69
210,7,2,-4.388445764093593e-47
210,7,3,6.380234248875246e-30
210,7,4,2.6461523445682683e-16
210,7,5,8.721162568643839e-08
210,7,6,0.0005344810498911456
210,8,1,3.526077470383512e-82
210,8,2,9.821058439436265e-59
210,8,3,2.6662027477064136e-40
210,8,4,7.549402220199637e-27
210,8,5,2.474067245973918e-18
210,8,6,1.518610457575033e-14
270,1,1,7.774857990986484e-85
270,1,2,2.1903375694062417e-61
270,1,3,6.379838823805341e-43
270,1,4,1.9876656712316792e-29
270,1,5,7.430906221908525e-21
270,1,6,5.798008500172455e-17
270,2,1,1.2703468433908027e-72
270,2,2,2.286625537314524e-50
270,2,3,6.456765185552782e-32
270,2,4,1.974482716787924e-18
270,2,5,7.428657316634201e-10
270,2,6,6.4420050516291355e-06
270,3,1,3.7399281845146356e-60
270,3,2,4.664206668565575e-40
270,3,3,6.8474177707989665e-25
270,3,4,1.6267291825592505e-14
270,3,5,1.0274978150648947e-06
270,3,6,0.016492880195921916
270,4,1,4.036978282265337e-55
270,4,2,3.773829976406482e-35
270,4,3,3.754115982146599e-20
270,4,4,4.66896691672286e-10
270,4,5,0.00013941542621345195
270,4,6,0.016884124086837517
270,5,1,4.328433215987936e-55
270,5,2,3.955736260871443e-35
270,5,3,3.826214372386369e-20
270,5,4,5.012131863753547e-10
270,5,5,0.00033273596446663196
270,5,6,0.0854915543209176
270,6,1,3.199375225892851e-60
270,6,2,4.270580423631422e-40
270,6,3,5.369864399408764e-24
270,6,4,2.298532282726028e-12
270,6,5,1.7620521690093323e-05
270,6,6,0.01720498751890219
270,7,1,3.0182045635625247e-69
270,7,2,1.8025352797679755e-47
270,7,3,1.3495937369500715e-30
270,7,4,5.894029391789972e-18
270,7,5,1.5473101518984456e-09
270,7,6,8.9522902124904e-06
270,8,1,1.0830540577184128e-83
270,8,2,1.4601663394885423e-60
270,8,3,3.708182769261139e-42
270,8,4,1.0156391740101237e-28
270,8,5,3.2473021508656927e-20
270,8,6,1.9591537160372415e-16
330,1,1,2.1475714523483354e-60
330,1,2,2.0885059313923316e-40
330,1,3,3.205963581626785e-25
330,1,4,7.693397541777135e-15
330,1,5,3.3773380059747942e-09
330,1,6,1.0978000840234569e-07
330,2,1,2.376572342461566e-52
330,2,2,4.416969391453045e-33
330,2,3,1.0126856408283098e-18
330,2,4,6.276898239435269e-09
330,2,5,0.0019248593523244724
330,2,6,0.05913822760458371
330,3,1,1.0939483987507558e-50
330,3,2,1.9675575888778831e-31
330,3,3,3.7748578548340215e-17
330,3,4,9.148838573670954e-08
330,3,5,0.0063701581739726
330,3,6,0.14188114777212793
330,4,1,8.546976596542382e-53
330,4,2,1.6626709461153367e-33
330,4,3,3.6288132203007605e-19
330,4,4,9.97874137847083e-10
330,4,5,0.00017676273990693185
330,4,6,0.08691679181024353
330,5,1,2.730735633349336e-57
330,5,2,2.582059385737968e-37
330,5,3,2.5691828620548097e-22
330,5,4,2.9585288215745433e-12
330,5,5,9.326287121444702e-07
330,5,6,0.00021212962786684947
330,6,1,1.9044679457082197e-62
330,6,2,1.7374495972059047e-42
330,6,3,1.6362452552003134e-27
330,6,4,1.7226877772310405e-17
330,6,5,2.8673536358829657e-12
330,6,6,5.224438963708088e-11
330,7,1,5.0820712966182797e-76
330,7,2,4.633822308631724e-56
330,7,3,4.3606917637217345e-41
330,7,4,4.608595790816011e-31
330,7,5,7.997795465893163e-26
330,7,6,1.6196547312376113e-24
330,8,1,2.0480999654808574e-98
330,8,2,1.8693305251936338e-78
330,8,3,1.7628049760801134e-63
330,8,4,1.8841384023774013e-53
330,8,5,3.5005130220027905e-48
330,8,6,8.098188986670699e-47
390,1,1,1.7091602583974908e-63
390,1,2,2.245664514649494e-43
390,1,3,6.477831991696449e-28
390,1,4,3.750168922933145e-17
390,1,5,3.708164043582275e-11
390,1,6,2.021750296820336e-09
390,2,1,3.6282687744071e-57
390,2,2,4.936196413322363e-37
390,2,3,1.3418563599236312e-21
390,2,4,9.056640210152375e-11
390,2,5,0.0001248514014083043
390,2,6,0.008983909080714423
390,3,1,1.6632111074781107e-54
390,3,2,1.8072406489903561e-34
390,3,3,2.4618441043897495e-19
390,3,4,5.224037771208377e-09
390,3,5,0.00310988445670904
390,3,6,0.16887247657638005
390,4,1,1.1868389691762604e-55
390,4,2,1.2403524754096066e-35
390,4,3,1.5522473225593652e-20
390,4,4,2.5213748265260073e-10
390,4,5,0.00015603552045300738
390,4,6,0.09347286178974844
390,5,1,1.920301804032283e-63
390,5,2,3.0833200013183803e-43
390,5,3,1.489097812647274e-26
390,5,4,3.481765370321e-14
390,5,5,1.2988175422366177e-06
390,5,6,0.001665315555829083
390,6,1,3.1515990073364315e-75
390,6,2,7.45736115794402e-53
390,6,3,1.8690342280229608e-35
390,6,4,5.20514068793407e-23
390,6,5,1.9386423666352166e-15
390,6,6,2.1671879836045818e-12
390,7,1,9.287119217042442e-93
390,7,2,2.287287125706848e-70
390,7,3,5.901668171538945e-53
390,7,4,1.6707462381066818e-40
390,7,5,6.1185002967844684e-33
390,7,6,6.258301609672936e-30
390,8,1,4.0488153231372943e-119
390,8,2,1.0208976136236114e-96
390,8,3,2.6844794487448977e-79
390,8,4,7.686109190504903e-67
390,8,5,2.791179491639943e-59
390,8,6,2.7048849035138163e-56
450,1,1,7.371715537266842e-40
450,1,2,3.763951344766575e-24
450,1,3,4.249155224354033e-13
450,1,4,5.551399503905579e-06
450,1,5,0.0052617623283869085
450,1,6,0.005065626293231582
450,2,1,1.6845185019737928e-36
450,2,2,8.208933189436993e-21
450,2,3,4.4975667582345595e-10
450,2,4,0.0004938698641721277
450,2,5,0.08552867904293981
450,2,6,0.04211623970292186
450,3,1,2.311351523987441e-37
450,3,2,1.184952259062375e-21
450,3,3,8.828429249700991e-11
450,3,4,0.0002120073394558373
450,3,5,0.0450189706670022
450,3,6,0.15825201284780505
450,4,1,1.4995058391069738e-41
450,4,2,6.060286734036557e-25
450,4,3,2.807166676370334e-13
450,4,4,1.9208495623614136e-06
450,4,5,0.0018626740112499436
450,4,6,0.047273165028432734
450,5,1,4.065679849011187e-50
450,5,2,1.8180592683200405e-33
450,5,3,9.87592162129072e-22
450,5,4,1.0718741188172159e-14
450,5,5,8.233933572389697e-10
450,5,6,2.877304487628552e-08
450,6,1,2.7954837785052174e-67
450,6,2,1.4298328281743447e-50
450,6,3,1.009699962658572e-38
450,6,4,1.4796620105779926e-29
450,6,5,3.947263034735104e-23
450,6,6,8.46435592684175e-21
450,7,1,3.1118487340286943e-93
450,7,2,2.0010924756111655e-76
450,7,3,5.330216766469631e-62
450,7,4,2.9060173134319644e-50
450,7,5,2.277712706535665e-43
450,7,6,5.710786870832909e-41
450,8,1,5.816851461475968e-128
450,8,2,7.724566190319853e-108
450,8,3,4.622958149113458e-91
450,8,4,3.012741832699687e-79
450,8,5,2.481190506358942e-72
450,8,6,6.37846672293883e-70
510,1,1,2.933323122248641e-44
510,1,2,2.468551370777709e-27
510,1,3,2.9883318927709018e-15
510,1,4,8.541033971702138e-08
510,1,5,0.00012325812975439568
510,1,6,0.00014355795757887928
510,2,1,1.0033495411745217e-39
510,2,2,5.096712551770225e-23
510,2,3,2.9695622310208754e-11
510,2,4,0.00024652502598157636
510,2,5,0.07879115275833233
510,2,6,0.03843231276686431
510,3,1,1.1933449354078741e-39
510,3,2,5.83053900171966e-23
510,3,3,3.2228957391946034e-11
510,3,4,0.00024564772611728093
510,3,5,0.09844967785279955
510,3,6,0.16537159206243354
510,4,1,7.102307134176137e-44
510,4,2,5.18773098583661e-27
510,4,3,5.219792387027833e-15
510,4,4,3.352224393983278e-07
510,4,5,0.004097028349911323
510,4,6,0.02141286240872888
510,5,1,7.511051508175629e-54
510,5,2,1.2085414349357788e-36
510,5,3,1.0438821963184204e-23
510,5,4,8.485640152282774e-15
510,5,5,4.054771781701817e-10
510,5,6,3.832962200721185e-09
510,6,1,1.7785585280375166e-71
510,6,2,1.0249220945450389e-53
510,6,3,9.479817864852024e-40
510,6,4,4.8604338531187176e-30
510,6,5,5.497389570168418e-25
510,6,6,6.781243374614823e-24
510,7,1,1.8300488999363624e-97
510,7,2,3.2446613968673036e-78
510,7,3,2.2613715480618858e-63
510,7,4,2.0187991491130467e-53
510,7,5,2.777585348002257e-48
510,7,6,3.731270908245467e-47
510,8,1,2.6765211927751472e-130
510,8,2,2.1402354275323843e-110
510,8,3,1.8463841521202694e-95
510,8,4,1.8068462198983725e-85
510,8,5,2.659775259074651e-80
510,8,6,3.71114661793943e-79
570,1,1,1.1583154170098258e-50
570,1,2,2.65981924271839e-33
570,1,3,8.21556123861871e-21
570,1,4,5.684474078021958e-13
570,1,5,2.313407101895757e-09
570,1,6,5.660546297979134e-09
570,2,1,4.604501479134575e-43
570,2,2,9.210030385720855e-26
570,2,3,2.1965711493212655e-13
570,2,4,8.258142842034509e-06
570,2,5,0.01317426640403547
570,2,6,0.020205356720195414
570,3,1,4.84298324725541e-42
570,3,2,9.281060534995297e-25
570,3,3,2.0551175108004888e-12
570,3,4,6.700995268447323e-05
570,3,5,0.0969790708196175
570,3,6,0.25656915858565993
570,4,1,4.8078887412052823e-45
570,4,2,8.705721433119874e-28
570,4,3,1.868904891946254e-15
570,4,4,9.540722778774728e-08
570,4,5,0.0014772521582163461
570,4,6,0.015538870205365643
570,5,1,5.255139433646315e-55
570,5,2,9.550245128650749e-38
570,5,3,5.545182169495321e-25
570,5,4,3.4374615494951706e-16
570,5,5,3.1117439418456435e-11
570,5,6,4.338813983408097e-10
570,6,1,1.1333332897177288e-72
570,6,2,2.7254739850328327e-55
570,6,3,4.0247184711067594e-42
570,6,4,1.3890662207699455e-32
570,6,5,2.0922370977562682e-27
570,6,6,3.144328558900306e-26
570,7,1,4.036481968063906e-99
570,7,2,1.6014245698221045e-81
570,7,3,1.4191865855832242e-67
570,7,4,1.3206270867475342e-57
570,7,5,2.2387783391041465e-52
570,7,6,3.447093044813618e-51
570,8,1,2.1060597542298195e-134
570,8,2,2.9039747241773004e-116
570,8,3,1.6303102814636322e-101
570,8,4,1.8779396704910392e-91
570,8,5,3.293361183101982e-86
570,8,6,5.121072010657636e-85
630,1,1,7.1680706937413465e-43
630,1,2,7.709675901605456e-26
630,1,3,1.0025458636196298e-13
630,1,4,1.7996994694013134e-06
630,1,5,0.0009583948008824623
630,1,6,0.0005543709471188059
630,2,1,1.0075416436075221e-41
630,2,2,1.093387392162243e-24
630,2,3,1.564025838074065e-12
630,2,4,3.7995395374032346e-05
630,2,5,0.03862818869557815
630,2,6,0.045236015242910314
630,3,1,8.221620072093881e-43
630,3,2,1.6423395053332269e-25
630,3,3,3.98640826913394e-13
630,3,4,1.766219838295877e-05
630,3,5,0.04825328491105626
630,3,6,0.23226474353494828
630,4,1,6.993288278565508e-48
630,4,2,2.1440404692815695e-30
630,4,3,1.1884449258827154e-17
630,4,4,7.364064668112616e-09
630,4,5,0.0015606470406634137
630,4,6,0.03242688991568205
630,5,1,1.3994613197386815e-60
630,5,2,3.710424545516279e-41
630,5,3,8.335350575549653e-26
630,5,4,2.9717954568110277e-15
630,5,5,1.9198919332191344e-09
630,5,6,7.865224154905611e-08
630,6,1,3.10492974270503e-75
630,6,2,1.583384139147869e-54
630,6,3,8.467188132614094e-39
630,6,4,4.989347960283981e-28
630,6,5,4.033560692691023e-22
630,6,6,1.7701777580456817e-20
630,7,1,2.3746510610625688e-96
630,7,2,1.2177146007098884e-75
630,7,3,6.421322797410419e-60
630,7,4,3.6952581855752805e-49
630,7,5,2.9014190576085365e-43
630,7,6,1.2428473018667617e-41
630,8,1,2.8815524950535622e-126
630,8,2,1.4648993957176844e-105
630,8,3,7.642803409985041e-90
630,8,4,4.3416458684582924e-79
630,8,5,3.358087414178836e-73
630,8,6,1.420530750655716e-71
690,1,1,5.283312799909927e-43
690,1,2,8.914939177795308e-26
690,1,3,1.728398231738097e-13
690,1,4,4.238315965288782e-06
690,1,5,0.0027376742675383706
690,1,6,0.0017054172487582803
690,2,1,1.600087312680248e-39
690,2,2,6.571694644810728e-23
690,2,3,3.2081282043406526e-11
690,2,4,0.0002542161323773842
690,2,5,0.09030673354670694
690,2,6,0.047070945123743636
690,3,1,1.2775437388494156e-39
690,3,2,5.358984443189875e-23
690,3,3,2.5580111778375066e-11
690,3,4,0.00017306494761354995
690,3,5,0.06472102694261349
690,3,6,0.13858719770861175
690,4,1,2.7079868741908395e-44
690,4,2,1.4905008591732595e-27
690,4,3,1.3042646100359259e-15
690,4,4,9.926107891416582e-08
690,4,5,0.004230209943857129
690,4,6,0.05449042789456821
690,5,1,1.1144139542836668e-55
690,5,2,6.470188076651448e-38
690,5,3,1.0940129917670888e-23
690,5,4,1.2145197338452026e-13
690,5,5,4.417899410929495e-08
690,5,6,1.408587564925486e-06
690,6,1,2.142145765005172e-72
690,6,2,2.1665244241802756e-52
690,6,3,5.464110600201162e-37
690,6,4,2.238648336137797e-26
690,6,5,1.4302033127212596e-20
690,6,6,5.447943105252499e-19
690,7,1,1.8513231195598332e-94
690,7,2,7.078269909904291e-74
690,7,3,3.1290241758716353e-58
690,7,4,1.5714395808041716e-47
690,7,5,1.1005272563544382e-41
690,7,6,4.369880976816071e-40
690,8,1,1.5502836196688529e-124
690,8,2,7.095279063954135e-104
690,8,3,3.389737329017402e-88
690,8,4,1.7824843974852992e-77
690,8,5,1.2880691464147912e-71
690,8,6,5.2047651775308003e-70
750,1,1,1.5617377289773202e-45
750,1,2,4.6833230403616436e-29
750,1,3,1.5049856204739802e-17
750,1,4,6.224359565349345e-11
750,1,5,9.969207206848721e-09
750,1,6,4.960989741014854e-09
750,2,1,9.425616003201517e-43
750,2,2,3.0004485845379723e-26
750,2,3,1.1431279538343242e-14
750,2,4,3.753776025813177e-07
750,2,5,0.006525141186741607
750,2,6,0.040798641509983365
750,3,1,1.5777034355383558e-43
750,3,2,8.129095324753306e-27
750,3,3,1.1747627782163312e-14
750,3,4,2.989216680949961e-06
750,3,5,0.05216188468292365
750,3,6,0.30375949052043755
750,4,1,3.9168736933640333e-48
750,4,2,1.0888379609965982e-30
750,4,3,9.200852767503005e-18
750,4,4,2.310249940590423e-09
750,4,5,3.0000236404018822e-05
750,4,6,0.00015945708450536449
750,5,1,6.075622427595902e-58
750,5,2,2.523278279084164e-40
750,5,3,1.1499454901108777e-27
750,5,4,7.859012993980238e-20
750,5,5,1.054636011272427e-15
750,5,6,1.897057620944947e-14
750,6,1,8.081491501287543e-76
750,6,2,3.292120808042278e-58
750,6,3,1.4165026583156588e-45
750,6,4,1.0947307846975193e-37
750,6,5,1.1224958106650856e-32
750,6,6,2.4917063575727915e-31
750,7,1,1.5299965721079964e-102
750,7,2,6.228494010588451e-85
750,7,3,2.709590405166114e-72
750,7,4,9.664494214076054e-64
750,7,5,2.5563569460082564e-58
750,7,6,5.723307018379791e-57
750,8,1,3.7780634240657217e-138
750,8,2,1.538518802715508e-120
750,8,3,7.802089978655761e-108
750,8,4,2.6640912139913518e-98
750,8,5,8.143351756437736e-93
750,8,6,1.8302379346525523e-91
810,1,1,6.793395263581785e-36
810,1,2,7.375472224345432e-21
810,1,3,2.1554154472047736e-10
810,1,4,0.00012655031299163162
810,1,5,0.004879238383745277
810,1,6,0.0004446987530286165
810,2,1,1.893691538622132e-32
810,2,2,7.422577402666337e-18
810,2,3,4.0812931384091885e-08
810,2,4,0.006571680212864187
810,2,5,0.16028783454088086
810,2,6,0.012628806073832663
810,3,1,4.079511886954857e-33
810,3,2,1.6664949536575991e-18
810,3,3,9.094697477676247e-09
810,3,4,0.0010433086616107989
810,3,5,0.024525565591511197
810,3,6,0.17660342066332838
810,4,1,1.012818520705771e-38
810,4,2,1.361301127730775e-23
810,4,3,2.5484393616576636e-13
810,4,4,9.816264785213494e-08
810,4,5,0.0004850921272661023
810,4,6,0.01117090189550375
810,5,1,1.5332558174480254e-50
810,5,2,3.351891515937417e-35
810,5,3,1.231625580829697e-24
810,5,4,1.612044122225005e-17
810,5,5,4.547952896890186e-12
810,5,6,1.0503725114890407e-10
810,6,1,1.0681793567257431e-70
810,6,2,5.7770046981896326e-55
810,6,3,1.5256988252715324e-43
810,6,4,2.8970424185941283e-34
810,6,5,9.217784755459719e-29
810,6,6,2.117257738366099e-27
810,7,1,7.202126939723997e-99
810,7,2,2.6158640344769778e-82
810,7,3,5.2551853334555825e-70
810,7,4,8.494758009737347e-60
810,7,5,2.6934291668225827e-54
810,7,6,6.156668704052773e-53
810,8,1,7.868183625813965e-135
810,8,2,4.257464115706299e-118
810,8,3,1.5284287372486114e-104
810,8,4,3.3365246484385045e-94
810,8,5,1.0520772741700101e-88
810,8,6,2.394770924745609e-87
870,1,1,3.328097260273715e-41
870,1,2,4.92618721203816e-25
870,1,3,8.618250705986356e-14
870,1,4,2.2118860980011123e-07
870,1,5,2.4957516444534437e-05
870,1,6,5.333080848404799e-06
870,2,1,1.8308176382395098e-38
870,2,2,6.04200298014088e-23
870,2,3,7.969576849315544e-12
870,2,4,2.482070696320711e-05
870,2,5,0.005693574614668583
870,2,6,0.003687731711364023
870,3,1,8.52144846358572e-38
870,3,2,1.8344002655649992e-22
870,3,3,1.8104355083550694e-11
870,3,4,0.0001471056997703532
870,3,5,0.11145509443065847
870,3,6,0.26599896586539784
870,4,1,2.837491225767703e-41
870,4,2,1.5960153153465385e-25
870,4,3,6.537322972565324e-14
870,4,4,8.932914424707815e-07
870,4,5,0.0010464534745862663
870,4,6,0.010368406508998212
870,5,1,7.493751478924356e-52
870,5,2,3.430698084288889e-35
870,5,3,2.560329670101079e-23
870,5,4,3.479852068095889e-16
870,5,5,3.199381063848434e-12
870,5,6,7.050121711858632e-11
870,6,1,4.7515884232179385e-70
870,6,2,2.966574478107867e-53
870,6,3,2.4135427635468475e-41
870,6,4,4.713492014366532e-34
870,6,5,4.5924144943233864e-29
870,6,6,1.066395729907799e-27
870,7,1,6.071998253571054e-97
870,7,2,4.1639591869933334e-80
870,7,3,3.5591925595878137e-68
870,7,4,3.6499206348552666e-60
870,7,5,1.0113293000582742e-54
870,7,6,2.3399123517638644e-53
870,8,1,1.1715894295409283e-132
870,8,2,8.408973419918716e-116
870,8,3,7.755208625824491e-104
870,8,4,9.506958693523508e-95
870,8,5,3.004886348821607e-89
870,8,6,6.908402198637271e-88
930,1,1,3.886165080722983e-37
930,1,2,1.949803019676908e-21
930,1,3,1.577340948531204e-10
930,1,4,0.00032357496882294453
930,1,5,0.04509422026728555
930,1,6,0.012121760462089083
930,2,1,9.815807455939884e-35
930,2,2,2.0536559015272436e-19
930,2,3,5.358962094926222e-09
930,2,4,0.00257745625310845
930,2,5,0.11428253869608475
930,2,6,0.01651342284216934
930,3,1,1.1714080001623532e-35
930,3,2,2.353993629660935e-20
930,3,3,5.726474836059883e-10
930,3,4,0.0002498755767942949
930,3,5,0.01757881458757966
930,3,6,0.17731153073638214
930,4,1,2.54365306970162e-42
930,4,2,8.296103896322362e-27
930,4,3,5.311702833646959e-16
930,4,4,2.413291755132084e-09
930,4,5,0.00038137174473281153
930,4,6,0.010492025697800729
930,5,1,1.6345458864205734e-56
930,5,2,2.5401698012880357e-40
930,5,3,3.8133722145622865e-28
930,5,4,7.778238782330071e-18
930,5,5,3.150475610429567e-12
930,5,6,8.570815775999908e-11
930,6,1,3.622905883686272e-78
930,6,2,2.1748828998063543e-60
930,6,3,4.969418657880043e-45
930,6,4,1.3882649573943374e-34
930,6,5,5.523730692137986e-29
930,6,6,1.4837133220220025e-27
930,7,1,2.2671112554193477e-106
930,7,2,5.239898801134594e-86
930,7,3,1.2946294198182434e-70
930,7,4,3.5583638220308065e-60
930,7,5,1.3921522318796077e-54
930,7,6,3.6943425441118556e-53
930,8,1,7.864448293762136e-141
930,8,2,1.8412226204664526e-120
930,8,3,4.489858473880775e-105
930,8,4,1.21623803684491e-94
930,8,5,4.685969958793847e-89
930,8,6,1.2296423449957285e-87
990,1,1,6.361489958046993e-49
990,1,2,1.1855796550036196e-32
990,1,3,4.129432607402821e-21
990,1,4,5.681330135797972e-13
990,1,5,4.1420183826740974e-09
990,1,6,1.0671764620073547e-08
990,2,1,7.825686133195763e-43
990,2,2,1.5504473983392713e-26
990,2,3,9.926195099825986e-15
990,2,4,1.6819988501234964e-06
990,2,5,0.011084739930859393
990,2,6,0.028038614547332755
990,3,1,1.7201170559044482e-42
990,3,2,3.872140619807922e-26
990,3,3,5.531476425088325e-14
990,3,4,8.785473230532726e-06
990,3,5,0.05450004133084558
990,3,6,0.2922189039182322
990,4,1,7.417566002337334e-47
990,4,2,7.72147278576079e-30
990,4,3,5.661665168884291e-17
990,4,4,7.486952764535894e-09
990,4,5,0.00032949341932049986
990,4,6,0.009282687743626254
990,5,1,1.8621422842833916e-58
990,5,2,1.4579235026692445e-40
990,5,3,1.4489139886857422e-27
990,5,4,4.4467426372341e-18
990,5,5,2.014626405150882e-12
990,5,6,5.99739474097765e-11
990,6,1,7.1302105571703955e-78
990,6,2,6.74947305413058e-60
990,6,3,1.8824019729888663e-45
990,6,4,6.083116754677341e-35
990,6,5,2.820163223860515e-29
990,6,6,8.336589108049878e-28
990,7,1,4.547375419135737e-106
990,7,2,1.2809232274773876e-86
990,7,3,3.760642468245014e-71
990,7,4,1.2430537882684734e-60
