"Time","Segmentation_Prob","Movie","Condition"
0.500834724540901,0.00472670215381026,"1.2.3_C1_trim","coarse"
1.5025041736227,0.00981294814159461,"1.2.3_C1_trim","coarse"
2.50417362270451,0.0166986269970048,"1.2.3_C1_trim","coarse"
3.50584307178631,0.023577657288152,"1.2.3_C1_trim","coarse"
4.50751252086811,0.0284210800890558,"1.2.3_C1_trim","coarse"
5.50918196994992,0.0304663287065813,"1.2.3_C1_trim","coarse"
6.51085141903172,0.0303793310643793,"1.2.3_C1_trim","coarse"
7.51252086811352,0.0290437181702833,"1.2.3_C1_trim","coarse"
8.51419031719533,0.026452012929351,"1.2.3_C1_trim","coarse"
9.51585976627713,0.0223763746822282,"1.2.3_C1_trim","coarse"
10.5175292153589,0.0174482816502819,"1.2.3_C1_trim","coarse"
11.5191986644407,0.0129364154134732,"1.2.3_C1_trim","coarse"
12.5208681135225,0.00976652337080183,"1.2.3_C1_trim","coarse"
13.5225375626043,0.00787452890279778,"1.2.3_C1_trim","coarse"
14.5242070116861,0.00659868286171288,"1.2.3_C1_trim","coarse"
15.5258764607679,0.00550718563902873,"1.2.3_C1_trim","coarse"
16.5275459098497,0.00443606405613509,"1.2.3_C1_trim","coarse"
17.5292153589316,0.00334126129848669,"1.2.3_C1_trim","coarse"
18.5308848080134,0.00224890113206347,"1.2.3_C1_trim","coarse"
19.5325542570952,0.00129630318716751,"1.2.3_C1_trim","coarse"
20.534223706177,0.00062124512401406,"1.2.3_C1_trim","coarse"
21.5358931552588,0.000238420000077669,"1.2.3_C1_trim","coarse"
22.5375626043406,7.24915517308162e-05,"1.2.3_C1_trim","coarse"
23.5392320534224,1.85629470527428e-05,"1.2.3_C1_trim","coarse"
24.5409015025042,3.65081867437187e-06,"1.2.3_C1_trim","coarse"
25.542570951586,5.35815648948885e-07,"1.2.3_C1_trim","coarse"
26.5442404006678,1.05962662965976e-07,"1.2.3_C1_trim","coarse"
27.5459098497496,3.61175342791351e-07,"1.2.3_C1_trim","coarse"
28.5475792988314,2.35476690746213e-06,"1.2.3_C1_trim","coarse"
29.5492487479132,1.45728284736343e-05,"1.2.3_C1_trim","coarse"
30.550918196995,6.83329009364683e-05,"1.2.3_C1_trim","coarse"
31.5525876460768,0.000242453656432022,"1.2.3_C1_trim","coarse"
32.5542570951586,0.000706257294417138,"1.2.3_C1_trim","coarse"
33.5559265442404,0.00163780848566117,"1.2.3_C1_trim","coarse"
34.5575959933222,0.0030010890549364,"1.2.3_C1_trim","coarse"
35.559265442404,0.00438956226119357,"1.2.3_C1_trim","coarse"
36.5609348914858,0.00510725071886925,"1.2.3_C1_trim","coarse"
37.5626043405676,0.00473982768450297,"1.2.3_C1_trim","coarse"
38.5642737896494,0.00351597082958079,"1.2.3_C1_trim","coarse"
39.5659432387312,0.00207796638873504,"1.2.3_C1_trim","coarse"
40.567612687813,0.000982473763702797,"1.2.3_C1_trim","coarse"
41.5692821368948,0.000366288304800703,"1.2.3_C1_trim","coarse"
42.5709515859766,0.000106766028806079,"1.2.3_C1_trim","coarse"
43.5726210350584,2.5927028317732e-05,"1.2.3_C1_trim","coarse"
44.5742904841402,4.94423443544497e-06,"1.2.3_C1_trim","coarse"
45.575959933222,8.64862385978848e-07,"1.2.3_C1_trim","coarse"
46.5776293823038,1.66092381320885e-06,"1.2.3_C1_trim","coarse"
47.5792988313856,1.06626158115284e-05,"1.2.3_C1_trim","coarse"
48.5809682804674,5.3732914543599e-05,"1.2.3_C1_trim","coarse"
49.5826377295492,0.000252744215585306,"1.2.3_C1_trim","coarse"
50.584307178631,0.000967227509964717,"1.2.3_C1_trim","coarse"
51.5859766277129,0.00296783389472247,"1.2.3_C1_trim","coarse"
52.5876460767947,0.00770448357132117,"1.2.3_C1_trim","coarse"
53.5893155258765,0.0167802835822097,"1.2.3_C1_trim","coarse"
54.5909849749583,0.0303069687645332,"1.2.3_C1_trim","coarse"
55.5926544240401,0.0457699252507823,"1.2.3_C1_trim","coarse"
56.5943238731219,0.0578773567719879,"1.2.3_C1_trim","coarse"
57.5959933222037,0.0617933491537252,"1.2.3_C1_trim","coarse"
58.5976627712855,0.0566601901437859,"1.2.3_C1_trim","coarse"
59.5993322203673,0.0454894135278286,"1.2.3_C1_trim","coarse"
60.6010016694491,0.0331612889100065,"1.2.3_C1_trim","coarse"
61.6026711185309,0.0229263651826404,"1.2.3_C1_trim","coarse"
62.6043405676127,0.0153645312740662,"1.2.3_C1_trim","coarse"
63.6060100166945,0.00985242887177996,"1.2.3_C1_trim","coarse"
64.6076794657763,0.0057579039623275,"1.2.3_C1_trim","coarse"
65.6093489148581,0.00291513025955594,"1.2.3_C1_trim","coarse"
66.6110183639399,0.00125467273394545,"1.2.3_C1_trim","coarse"
67.6126878130217,0.000485150429965796,"1.2.3_C1_trim","coarse"
68.6143572621035,0.000255445313109532,"1.2.3_C1_trim","coarse"
69.6160267111853,0.00039969781120805,"1.2.3_C1_trim","coarse"
70.6176961602671,0.000865953160274313,"1.2.3_C1_trim","coarse"
71.6193656093489,0.00158863388948201,"1.2.3_C1_trim","coarse"
72.6210350584307,0.00241460854516004,"1.2.3_C1_trim","coarse"
73.6227045075125,0.00329308891959646,"1.2.3_C1_trim","coarse"
74.6243739565943,0.00484983568137968,"1.2.3_C1_trim","coarse"
75.6260434056761,0.00894694089318805,"1.2.3_C1_trim","coarse"
76.6277128547579,0.019339645486184,"1.2.3_C1_trim","coarse"
77.6293823038397,0.0397519509841052,"1.2.3_C1_trim","coarse"
78.6310517529215,0.0706368761030846,"1.2.3_C1_trim","coarse"
79.6327212020033,0.106428929327687,"1.2.3_C1_trim","coarse"
80.6343906510851,0.134732820362179,"1.2.3_C1_trim","coarse"
81.6360601001669,0.143952136765608,"1.2.3_C1_trim","coarse"
82.6377295492487,0.131024417944355,"1.2.3_C1_trim","coarse"
83.6393989983305,0.103240899026214,"1.2.3_C1_trim","coarse"
84.6410684474124,0.0729486805665972,"1.2.3_C1_trim","coarse"
85.6427378964942,0.048834698787875,"1.2.3_C1_trim","coarse"
86.644407345576,0.034231262938705,"1.2.3_C1_trim","coarse"
87.6460767946578,0.0277661270105365,"1.2.3_C1_trim","coarse"
88.6477462437396,0.0258196708156501,"1.2.3_C1_trim","coarse"
89.6494156928214,0.0254931372214225,"1.2.3_C1_trim","coarse"
90.6510851419032,0.0251462316196006,"1.2.3_C1_trim","coarse"
91.652754590985,0.0245776483132548,"1.2.3_C1_trim","coarse"
92.6544240400668,0.0240632482825073,"1.2.3_C1_trim","coarse"
93.6560934891486,0.0233440928898085,"1.2.3_C1_trim","coarse"
94.6577629382304,0.021608211028833,"1.2.3_C1_trim","coarse"
95.6594323873122,0.018275123914742,"1.2.3_C1_trim","coarse"
96.661101836394,0.0136565132864374,"1.2.3_C1_trim","coarse"
97.6627712854758,0.00897128217072864,"1.2.3_C1_trim","coarse"
98.6644407345576,0.0054310470629991,"1.2.3_C1_trim","coarse"
99.6661101836394,0.00352840686786385,"1.2.3_C1_trim","coarse"
100.667779632721,0.0029351767437038,"1.2.3_C1_trim","coarse"
101.669449081803,0.00282842006365503,"1.2.3_C1_trim","coarse"
102.671118530885,0.00255762287301411,"1.2.3_C1_trim","coarse"
103.672787979967,0.00193783858106733,"1.2.3_C1_trim","coarse"
104.674457429048,0.00120555988903139,"1.2.3_C1_trim","coarse"
105.67612687813,0.000681609492240059,"1.2.3_C1_trim","coarse"
106.677796327212,0.000562712104014022,"1.2.3_C1_trim","coarse"
107.679465776294,0.000885883054218521,"1.2.3_C1_trim","coarse"
108.681135225376,0.00152925673444124,"1.2.3_C1_trim","coarse"
109.682804674457,0.00222320437599905,"1.2.3_C1_trim","coarse"
110.684474123539,0.00258081876341088,"1.2.3_C1_trim","coarse"
111.686143572621,0.00238265698141706,"1.2.3_C1_trim","coarse"
112.687813021703,0.00174928271765889,"1.2.3_C1_trim","coarse"
